Date,Store,Product,Region,Promotion,Holiday,Sales
2023-01-23,Store_2,Product_A,South,0,0,195.11
2023-01-23,Store_5,Product_B,North,0,0,291.77
2023-01-23,Store_5,Product_G,North,0,0,224.71
2023-01-23,Store_6,Product_H,South,0,0,179.32
2023-01-23,Store_9,Product_G,North,1,0,349.32
2023-01-23,Store_6,Product_B,South,0,0,164.69
2023-01-23,Store_1,Product_B,North,0,0,161.26
2023-01-23,Store_1,Product_D,North,0,0,249.97
2023-01-23,Store_5,Product_A,North,0,0,267.23
2023-01-23,Store_10,Product_E,South,1,0,211.2
2023-01-24,Store_3,Product_C,East,0,0,247.89
2023-01-24,Store_1,Product_C,North,1,0,252.29
2023-01-24,Store_9,Product_G,North,0,0,229.52
2023-01-24,Store_1,Product_G,North,0,0,232.49
2023-01-24,Store_1,Product_B,North,0,0,292.18
2023-01-24,Store_4,Product_C,West,1,0,264.41
2023-01-24,Store_4,Product_G,West,0,0,218.65
2023-01-24,Store_6,Product_A,South,0,0,169.66
2023-01-24,Store_8,Product_B,West,0,0,235.89
2023-01-24,Store_2,Product_F,South,0,0,193.76
2023-01-24,Store_8,Product_E,West,0,0,144.74
2023-01-24,Store_6,Product_G,South,0,0,174.46
2023-01-25,Store_6,Product_F,South,0,0,213.46
2023-01-25,Store_3,Product_C,East,1,0,281.93
2023-01-25,Store_6,Product_G,South,0,0,202.11
2023-01-25,Store_4,Product_B,West,0,0,219.01
2023-01-25,Store_8,Product_H,West,0,0,212.14
2023-01-25,Store_2,Product_A,South,1,0,169.0
2023-01-25,Store_10,Product_C,South,0,0,221.92
2023-01-25,Store_4,Product_E,West,0,0,199.07
2023-01-25,Store_6,Product_H,South,0,0,183.64
2023-01-25,Store_1,Product_G,North,0,0,242.96
2023-01-25,Store_2,Product_G,South,0,0,213.4
2023-01-25,Store_1,Product_D,North,0,0,228.23
2023-01-26,Store_8,Product_D,West,1,1,275.49
2023-01-26,Store_1,Product_H,North,0,1,302.61
2023-01-26,Store_2,Product_B,South,0,1,273.35
2023-01-26,Store_10,Product_A,South,0,1,265.49
2023-01-26,Store_8,Product_E,West,0,1,288.26
2023-01-26,Store_6,Product_A,South,0,1,222.92
2023-01-26,Store_9,Product_B,North,0,1,341.97
2023-01-26,Store_10,Product_F,South,0,1,280.76
2023-01-26,Store_7,Product_G,East,0,1,294.99
2023-01-26,Store_8,Product_G,West,0,1,340.73
2023-01-26,Store_4,Product_F,West,0,1,372.97
2023-01-26,Store_5,Product_G,North,0,1,247.37
2023-01-27,Store_6,Product_B,South,0,0,199.92
2023-01-27,Store_1,Product_D,North,0,0,242.93
2023-01-27,Store_1,Product_G,North,0,0,278.04
2023-01-27,Store_3,Product_B,East,0,0,184.29
2023-01-27,Store_5,Product_C,North,0,0,249.98
2023-01-27,Store_4,Product_G,West,1,0,266.46
2023-01-27,Store_7,Product_E,East,0,0,171.94
2023-01-27,Store_5,Product_B,North,0,0,152.4
2023-01-27,Store_4,Product_D,West,0,0,185.58
2023-01-28,Store_4,Product_F,West,0,0,259.09
2023-01-28,Store_9,Product_C,North,0,0,241.71
2023-01-28,Store_4,Product_E,West,1,0,315.24
2023-01-28,Store_9,Product_B,North,0,0,282.1
2023-01-28,Store_8,Product_H,West,1,0,260.62
2023-01-28,Store_1,Product_H,North,0,0,283.75
2023-01-28,Store_7,Product_D,East,0,0,166.08
2023-01-28,Store_2,Product_F,South,1,0,357.97
2023-01-28,Store_5,Product_D,North,1,0,301.36
2023-01-28,Store_9,Product_H,North,0,0,294.33
2023-01-28,Store_2,Product_E,South,0,0,245.93
2023-01-28,Store_3,Product_E,East,0,0,211.93
2023-01-28,Store_1,Product_F,North,0,0,238.01
2023-01-28,Store_4,Product_B,West,0,0,270.74
2023-01-28,Store_7,Product_E,East,1,0,348.81
2023-01-28,Store_8,Product_E,West,0,0,276.79
2023-01-28,Store_3,Product_G,East,0,0,285.98
2023-01-28,Store_10,Product_G,South,0,0,206.51
2023-01-29,Store_8,Product_E,West,0,0,188.79
2023-01-29,Store_4,Product_D,West,1,0,309.43
2023-01-29,Store_7,Product_C,East,0,0,219.56
2023-01-29,Store_3,Product_G,East,0,0,291.43
2023-01-29,Store_2,Product_H,South,0,0,269.23
2023-01-29,Store_8,Product_A,West,0,0,252.27
2023-01-29,Store_10,Product_E,South,1,0,249.68
2023-01-29,Store_1,Product_F,North,0,0,232.2
2023-01-29,Store_5,Product_H,North,0,0,359.12
2023-01-29,Store_3,Product_D,East,0,0,271.07
2023-01-29,Store_9,Product_E,North,0,0,206.51
2023-01-29,Store_8,Product_C,West,0,0,253.49
2023-01-29,Store_5,Product_B,North,1,0,308.78
2023-01-29,Store_7,Product_H,East,0,0,177.9
2023-01-29,Store_4,Product_H,West,0,0,248.53
2023-01-29,Store_9,Product_G,North,0,0,222.75
2023-01-29,Store_8,Product_D,West,1,0,298.19
2023-01-29,Store_9,Product_D,North,0,0,242.32
2023-01-29,Store_9,Product_F,North,0,0,282.7
2023-01-29,Store_6,Product_G,South,1,0,351.95
2023-01-30,Store_1,Product_D,North,0,0,212.91
2023-01-30,Store_5,Product_H,North,0,0,226.22
2023-01-30,Store_4,Product_H,West,0,0,255.56
2023-01-30,Store_6,Product_B,South,0,0,204.38
2023-01-30,Store_9,Product_E,North,1,0,299.91
2023-01-30,Store_7,Product_F,East,0,0,177.49
2023-01-30,Store_9,Product_H,North,0,0,222.11
2023-01-30,Store_2,Product_A,South,0,0,182.74
2023-01-30,Store_9,Product_C,North,1,0,245.68
2023-01-30,Store_1,Product_A,North,0,0,168.86
2023-01-30,Store_3,Product_C,East,0,0,189.2
2023-01-30,Store_3,Product_D,East,0,0,215.2
2023-01-30,Store_2,Product_B,South,0,0,168.4
2023-01-30,Store_2,Product_C,South,0,0,216.49
2023-01-30,Store_6,Product_C,South,0,0,168.96
2023-01-30,Store_8,Product_A,West,0,0,243.6
2023-01-30,Store_5,Product_F,North,0,0,177.73
2023-01-31,Store_6,Product_C,South,0,0,134.53
2023-01-31,Store_6,Product_B,South,0,0,142.57
2023-01-31,Store_5,Product_A,North,0,0,259.8
2023-01-31,Store_5,Product_F,North,0,0,264.13
2023-01-31,Store_7,Product_B,East,0,0,236.19
2023-01-31,Store_1,Product_B,North,0,0,200.56
2023-01-31,Store_1,Product_D,North,0,0,177.9
2023-01-31,Store_10,Product_C,South,0,0,195.05
2023-02-01,Store_3,Product_D,East,0,0,185.16
2023-02-01,Store_7,Product_A,East,0,0,216.78
2023-02-01,Store_9,Product_A,North,0,0,196.26
2023-02-01,Store_5,Product_C,North,0,0,255.0
2023-02-01,Store_8,Product_G,West,0,0,239.45
2023-02-01,Store_4,Product_A,West,1,0,230.35
2023-02-01,Store_7,Product_C,East,0,0,198.97
2023-02-01,Store_2,Product_H,South,1,0,232.05
2023-02-01,Store_2,Product_F,South,0,0,225.83
2023-02-01,Store_2,Product_G,South,1,0,333.97
2023-02-01,Store_10,Product_E,South,1,0,256.3
2023-02-01,Store_3,Product_G,East,1,0,300.96
2023-02-01,Store_9,Product_C,North,0,0,189.67
2023-02-01,Store_5,Product_B,North,1,0,276.29
2023-02-01,Store_9,Product_G,North,0,0,153.91
2023-02-01,Store_8,Product_E,West,0,0,266.12
2023-02-01,Store_6,Product_C,South,0,0,161.86
2023-02-02,Store_1,Product_D,North,0,0,148.84
2023-02-02,Store_9,Product_C,North,0,0,167.5
2023-02-02,Store_10,Product_G,South,0,0,178.3
2023-02-02,Store_10,Product_B,South,0,0,213.43
2023-02-02,Store_9,Product_G,North,0,0,238.76
2023-02-02,Store_7,Product_A,East,0,0,209.07
2023-02-02,Store_3,Product_G,East,0,0,179.21
2023-02-02,Store_6,Product_F,South,1,0,250.4
2023-02-02,Store_5,Product_A,North,0,0,215.68
2023-02-02,Store_4,Product_C,West,0,0,210.74
2023-02-02,Store_8,Product_H,West,0,0,197.25
2023-02-02,Store_7,Product_H,East,0,0,219.7
2023-02-03,Store_7,Product_D,East,0,0,220.63
2023-02-03,Store_6,Product_D,South,0,0,129.75
2023-02-03,Store_7,Product_G,East,0,0,124.7
2023-02-03,Store_1,Product_E,North,0,0,244.85
2023-02-03,Store_2,Product_A,South,0,0,147.55
2023-02-03,Store_6,Product_G,South,0,0,184.22
2023-02-03,Store_1,Product_H,North,0,0,256.49
2023-02-03,Store_6,Product_F,South,0,0,194.48
2023-02-03,Store_9,Product_D,North,0,0,243.75
2023-02-04,Store_8,Product_H,West,0,0,295.84
2023-02-04,Store_1,Product_G,North,0,0,221.22
2023-02-04,Store_3,Product_H,East,1,0,243.63
2023-02-04,Store_8,Product_E,West,0,0,276.03
2023-02-04,Store_2,Product_D,South,0,0,237.81
2023-02-04,Store_9,Product_B,North,0,0,268.8
2023-02-04,Store_5,Product_B,North,0,0,264.46
2023-02-04,Store_3,Product_F,East,0,0,236.13
2023-02-04,Store_7,Product_D,East,0,0,205.25
2023-02-04,Store_9,Product_D,North,0,0,229.72
2023-02-04,Store_1,Product_F,North,0,0,224.93
2023-02-04,Store_2,Product_C,South,0,0,251.89
2023-02-04,Store_1,Product_H,North,0,0,291.0
2023-02-04,Store_3,Product_E,East,0,0,225.72
2023-02-04,Store_1,Product_B,North,0,0,257.15
2023-02-04,Store_3,Product_G,East,0,0,239.23
2023-02-04,Store_9,Product_F,North,0,0,307.91
2023-02-04,Store_6,Product_C,South,0,0,243.24
2023-02-04,Store_2,Product_E,South,0,0,285.07
2023-02-04,Store_10,Product_F,South,1,0,275.16
2023-02-04,Store_6,Product_H,South,1,0,266.87
2023-02-05,Store_9,Product_E,North,0,0,177.98
2023-02-05,Store_2,Product_F,South,0,0,214.63
2023-02-05,Store_4,Product_C,West,0,0,234.76
2023-02-05,Store_5,Product_B,North,0,0,253.9
2023-02-05,Store_7,Product_D,East,0,0,210.18
2023-02-05,Store_3,Product_E,East,0,0,184.47
2023-02-05,Store_10,Product_B,South,0,0,259.05
2023-02-05,Store_4,Product_A,West,1,0,339.3
2023-02-05,Store_7,Product_B,East,0,0,270.35
2023-02-05,Store_9,Product_D,North,0,0,290.95
2023-02-05,Store_10,Product_D,South,1,0,279.43
2023-02-05,Store_6,Product_E,South,0,0,212.35
2023-02-05,Store_2,Product_H,South,0,0,199.1
2023-02-06,Store_9,Product_H,North,0,0,155.47
2023-02-06,Store_10,Product_A,South,0,0,214.69
2023-02-06,Store_5,Product_B,North,0,0,181.46
2023-02-06,Store_2,Product_D,South,1,0,183.42
2023-02-06,Store_9,Product_C,North,0,0,235.36
2023-02-06,Store_2,Product_F,South,0,0,206.61
2023-02-06,Store_3,Product_F,East,0,0,202.47
2023-02-06,Store_1,Product_F,North,0,0,285.73
2023-02-06,Store_10,Product_C,South,0,0,200.99
2023-02-06,Store_7,Product_H,East,0,0,175.14
2023-02-06,Store_9,Product_B,North,1,0,305.61
2023-02-07,Store_6,Product_B,South,0,0,225.5
2023-02-07,Store_8,Product_G,West,0,0,242.08
2023-02-07,Store_1,Product_A,North,0,0,208.51
2023-02-07,Store_9,Product_H,North,0,0,288.98
2023-02-07,Store_9,Product_B,North,0,0,243.38
2023-02-07,Store_2,Product_D,South,0,0,161.75
2023-02-07,Store_5,Product_E,North,1,0,311.86
2023-02-07,Store_9,Product_A,North,0,0,218.56
2023-02-07,Store_5,Product_F,North,0,0,259.53
2023-02-07,Store_2,Product_A,South,1,0,213.88
2023-02-07,Store_4,Product_G,West,0,0,234.49
2023-02-07,Store_6,Product_H,South,0,0,230.52
2023-02-07,Store_9,Product_D,North,0,0,167.98
2023-02-07,Store_3,Product_E,East,0,0,215.19
2023-02-07,Store_10,Product_E,South,0,0,155.24
2023-02-07,Store_9,Product_G,North,0,0,208.89
2023-02-07,Store_6,Product_D,South,0,0,205.37
2023-02-07,Store_8,Product_A,West,0,0,216.9
